Order,Family,Genus,Species,Binomial,Region,Distribution,Distribution Notes,Traits table filled by,Suggested expert,Elton Plant_Others,body_mass,data_source_body_mass,comment_body_mass,gut_type,data_source_gut_type,comments_gut_type,group_size_summer,data_source_group_size_summer,comments_group_size_summer,group_size_winter,data_source_group_size_winter,comment_group_size_winter,Litter_clutch_size,data_source_litter_clutch_size,comment_litter_clutch_size,Population_dynamics,data_source_population_dynamics,comment_population_dynamics,Habitat_type,data_source_habitat_type,comment_habitat_type,Belowground_feeding,data_source_belowground_feeding,comment_below_ground_feeding,Mobility,data_source_mobility,comment_mobility,Human_managed,data_source_human_managed,comment_human_managed,Diet_type,data_source_diet_type,comment_diet_type,diet_item_forb,data_source_diet_item_forb,comment_diet_item_forb,diet_item_graminoid,data_source_diet_item_graminoid,comment_diet_item_graminoid,diet_item_shrub,data_source_diet_item_shrub,comment_diet_item_shrub,diet_item_moss,data_source_diet_item_moss,comment_diet_item_moss,diet_item_lichen,data_source_diet_item_lichen,comment_diet_item_lichen,wintering_strategy,data_source_wintering_strategy,comment_wintering_strategy,Use_of_vegetation,data_source_use_of_vegetation,comment_use_of_vegetation
Rodentia,Cricetidae,Alticola,tuvinicus,Alticola tuvinicus,Palaearctic,Russia- S,,Jesus Adrian Chimal,,100,33.32,EltonTraits,,hingut_fermenter,assumed,,solitary,assumed,,solitary,assumed,,4.5,Handbook of the mammals of the world,average,cyclic,"Getz, L. L., Oli, M. K., Hofmann, J. E., & McGuire, B. (2006). Vole Population Fluctuations: Factors that Initiate and Determine Intervals between them in Microtus pennsylvanicus. Journal of Mammalogy, 87(5), 841-847. doi:10.1644/05-mamm-a-292r1.1",assumed from generic vole behaviour,terrestrial,Handbook of the mammals of the world,,burrowing,https://www.iucnredlist.org/species/959/22342594#habitat-ecology,,no,Handbook of the mammals of the world,,,,,obligatory_generalist,https://www.iucnredlist.org/species/959/22342594#habitat-ecology,,3,https://www.iucnredlist.org/species/959/22342594#habitat-ecology,,2,https://www.iucnredlist.org/species/959/22342594#habitat-ecology,,0,https://www.iucnredlist.org/species/959/22342594#habitat-ecology,,0,https://www.iucnredlist.org/species/959/22342594#habitat-ecology,,0,https://www.iucnredlist.org/species/959/22342594#habitat-ecology,,active_below_snow,Handbook of the mammals of the world,,ground_vegetation,Handbook of the mammals of the world,
Anseriformes,Anatidae,Anas,acuta,Anas acuta,Whole biome,,,Jesus Adrian Chimal,,50,944.62,EltonTraits,,undifferentiated,assumed,,small_groups,https://www.iucnredlist.org/species/22680301/111739836#habitat-ecology,,large_group,https://www.iucnredlist.org/species/22680301/111739836#habitat-ecology,,8,Handbook of the birds of the world,mean from the book,noncyclic,,,limnic,Handbook of the birds of the world,,grubbing,Handbook of the birds of the world,eat tubers,yes,Handbook of the birds of the world,,,,,facultative_generalist,Handbook of the birds of the world,,2,Handbook of the birds of the world,,3,Handbook of the birds of the world,,1,Handbook of the birds of the world,,0,Handbook of the birds of the world,,0,Handbook of the birds of the world,,not_present,Handbook of the birds of the world,,ground_vegetation,Handbook of the birds of the world,
Anseriformes,Anatidae,Mareca,americana,Mareca americana,North America,,Synonym for Mareca americana,Nicolas Lecomte,,100,754.61,EltonTraits,"male 318–1134 g, female 408–1043 g",undifferentiated,"Mini, Anne E., Erin R. Harrington, Emily Rucker, Bruce D. Dugger and Thomas B. Mowbray.(2014).American Wigeon (Mareca americana), The Birds of North America (P. G. Rodewald, Ed.). Ithaca: Cornell Lab of Ornithology; Retrieved from the Birds of North America: https://birdsna.org/Species-Account/bna/species/amewig DOI: 10.2173/bna.401",,small_groups,"Mini, Anne E., Erin R. Harrington, Emily Rucker, Bruce D. Dugger and Thomas B. Mowbray.(2014).American Wigeon (Mareca americana), The Birds of North America (P. G. Rodewald, Ed.). Ithaca: Cornell Lab of Ornithology; Retrieved from the Birds of North America: https://birdsna.org/Species-Account/bna/species/amewig DOI: 10.2173/bna.401",large group in fall and winter but smaller or even solitary during breeding,large_group,"Mini, Anne E., Erin R. Harrington, Emily Rucker, Bruce D. Dugger and Thomas B. Mowbray.(2014).American Wigeon (Mareca americana), The Birds of North America (P. G. Rodewald, Ed.). Ithaca: Cornell Lab of Ornithology; Retrieved from the Birds of North America: https://birdsna.org/Species-Account/bna/species/amewig DOI: 10.2173/bna.401",large group in fall and winter but smaller or even solitary during breeding,8,"Mini, Anne E., Erin R. Harrington, Emily Rucker, Bruce D. Dugger and Thomas B. Mowbray.(2014).American Wigeon (Mareca americana), The Birds of North America (P. G. Rodewald, Ed.). Ithaca: Cornell Lab of Ornithology; Retrieved from the Birds of North America: https://birdsna.org/Species-Account/bna/species/amewig DOI: 10.2173/bna.401",Three to 12 eggs,noncyclic,"Mini, Anne E., Erin R. Harrington, Emily Rucker, Bruce D. Dugger and Thomas B. Mowbray.(2014).American Wigeon (Mareca americana), The Birds of North America (P. G. Rodewald, Ed.). Ithaca: Cornell Lab of Ornithology; Retrieved from the Birds of North America: https://birdsna.org/Species-Account/bna/species/amewig DOI: 10.2173/bna.401",,limnic,"Mini, Anne E., Erin R. Harrington, Emily Rucker, Bruce D. Dugger and Thomas B. Mowbray.(2014).American Wigeon (Mareca americana), The Birds of North America (P. G. Rodewald, Ed.). Ithaca: Cornell Lab of Ornithology; Retrieved from the Birds of North America: https://birdsna.org/Species-Account/bna/species/amewig DOI: 10.2173/bna.401",,none,"Mini, Anne E., Erin R. Harrington, Emily Rucker, Bruce D. Dugger and Thomas B. Mowbray.(2014).American Wigeon (Mareca americana), The Birds of North America (P. G. Rodewald, Ed.). Ithaca: Cornell Lab of Ornithology; Retrieved from the Birds of North America: https://birdsna.org/Species-Account/bna/species/amewig DOI: 10.2173/bna.401",but feed under water,yes,"Mini, Anne E., Erin R. Harrington, Emily Rucker, Bruce D. Dugger and Thomas B. Mowbray.(2014).American Wigeon (Mareca americana), The Birds of North America (P. G. Rodewald, Ed.). Ithaca: Cornell Lab of Ornithology; Retrieved from the Birds of North America: https://birdsna.org/Species-Account/bna/species/amewig DOI: 10.2173/bna.401",,harvested,"Mini, Anne E., Erin R. Harrington, Emily Rucker, Bruce D. Dugger and Thomas B. Mowbray.(2014).American Wigeon (Mareca americana), The Birds of North America (P. G. Rodewald, Ed.). Ithaca: Cornell Lab of Ornithology; Retrieved from the Birds of North America: https://birdsna.org/Species-Account/bna/species/amewig DOI: 10.2173/bna.401","Management of recreational duck harvest is accomplished jointly by federal, state and provincial governments in the U.S. and Canada under the flyway system of management",facultative_generalist,"Mini, Anne E., Erin R. Harrington, Emily Rucker, Bruce D. Dugger and Thomas B. Mowbray.(2014).American Wigeon (Mareca americana), The Birds of North America (P. G. Rodewald, Ed.). Ithaca: Cornell Lab of Ornithology; Retrieved from the Birds of North America: https://birdsna.org/Species-Account/bna/species/amewig DOI: 10.2173/bna.401",Most vegetarian of the dabblers,3,"Mini, Anne E., Erin R. Harrington, Emily Rucker, Bruce D. Dugger and Thomas B. Mowbray.(2014).American Wigeon (Mareca americana), The Birds of North America (P. G. Rodewald, Ed.). Ithaca: Cornell Lab of Ornithology; Retrieved from the Birds of North America: https://birdsna.org/Species-Account/bna/species/amewig DOI: 10.2173/bna.401",,3,"Mini, Anne E., Erin R. Harrington, Emily Rucker, Bruce D. Dugger and Thomas B. Mowbray.(2014).American Wigeon (Mareca americana), The Birds of North America (P. G. Rodewald, Ed.). Ithaca: Cornell Lab of Ornithology; Retrieved from the Birds of North America: https://birdsna.org/Species-Account/bna/species/amewig DOI: 10.2173/bna.401",,0,"Mini, Anne E., Erin R. Harrington, Emily Rucker, Bruce D. Dugger and Thomas B. Mowbray.(2014).American Wigeon (Mareca americana), The Birds of North America (P. G. Rodewald, Ed.). Ithaca: Cornell Lab of Ornithology; Retrieved from the Birds of North America: https://birdsna.org/Species-Account/bna/species/amewig DOI: 10.2173/bna.401",,0,"Mini, Anne E., Erin R. Harrington, Emily Rucker, Bruce D. Dugger and Thomas B. Mowbray.(2014).American Wigeon (Mareca americana), The Birds of North America (P. G. Rodewald, Ed.). Ithaca: Cornell Lab of Ornithology; Retrieved from the Birds of North America: https://birdsna.org/Species-Account/bna/species/amewig DOI: 10.2173/bna.401",,0,"Mini, Anne E., Erin R. Harrington, Emily Rucker, Bruce D. Dugger and Thomas B. Mowbray.(2014).American Wigeon (Mareca americana), The Birds of North America (P. G. Rodewald, Ed.). Ithaca: Cornell Lab of Ornithology; Retrieved from the Birds of North America: https://birdsna.org/Species-Account/bna/species/amewig DOI: 10.2173/bna.401",,not_present,"Mini, Anne E., Erin R. Harrington, Emily Rucker, Bruce D. Dugger and Thomas B. Mowbray.(2014).American Wigeon (Mareca americana), The Birds of North America (P. G. Rodewald, Ed.). Ithaca: Cornell Lab of Ornithology; Retrieved from the Birds of North America: https://birdsna.org/Species-Account/bna/species/amewig DOI: 10.2173/bna.401",Short- to medium-distance migrant,ground_vegetation,Handbook of the birds of the world,
Anseriformes,Anatidae,Anas,crecca,Anas crecca,Whole biome,,,Jesus Adrian Chimal,,50,341.89,EltonTraits,,undifferentiated,assumed,,small_groups,Handbook of the birds of the world,,large_group,Handbook of the birds of the world,,9.5,Handbook of the birds of the world,mean from the book,noncyclic,,,limnic,Handbook of the birds of the world,,none,Handbook of the birds of the world,,yes,Handbook of the birds of the world,,,,,facultative_generalist,Handbook of the birds of the world,,3,Handbook of the birds of the world,,3,Handbook of the birds of the world,,2,Handbook of the birds of the world,,0,Handbook of the birds of the world,,0,Handbook of the birds of the world,,not_present,Handbook of the birds of the world,,ground_vegetation,Handbook of the birds of the world,
Anseriformes,Anatidae,Mareca,penelope,Mareca penelope,Palaearctic,,Synonym for Mareca penelope,Nicolas Lecomte,,80,770.03,EltonTraits,"male mostly 600–1000 g, female 500–800 g",undifferentiated,"Carboneras, C., Christie, D.A. & Kirwan, G.M. (2017). Eurasian Wigeon (Mareca penelope). In: del Hoyo, J., Elliott, A., Sargatal, J., Christie, D.A. & de Juana, E. (eds.). Handbook of the Birds of the World Alive. Lynx Edicions, Barcelona. ",,small_groups,"Carboneras, C., Christie, D.A. & Kirwan, G.M. (2017). Eurasian Wigeon (Mareca penelope). In: del Hoyo, J., Elliott, A., Sargatal, J., Christie, D.A. & de Juana, E. (eds.). Handbook of the Birds of the World Alive. Lynx Edicions, Barcelona. ",,large_group,"Carboneras, C., Christie, D.A. & Kirwan, G.M. (2017). Eurasian Wigeon (Mareca penelope). In: del Hoyo, J., Elliott, A., Sargatal, J., Christie, D.A. & de Juana, E. (eds.). Handbook of the Birds of the World Alive. Lynx Edicions, Barcelona. ",,8,AnAge database,8-9 eggs,noncyclic,"Carboneras, C., Christie, D.A. & Kirwan, G.M. (2017). Eurasian Wigeon (Mareca penelope). In: del Hoyo, J., Elliott, A., Sargatal, J., Christie, D.A. & de Juana, E. (eds.). Handbook of the Birds of the World Alive. Lynx Edicions, Barcelona. ",,limnic,"Carboneras, C., Christie, D.A. & Kirwan, G.M. (2017). Eurasian Wigeon (Mareca penelope). In: del Hoyo, J., Elliott, A., Sargatal, J., Christie, D.A. & de Juana, E. (eds.). Handbook of the Birds of the World Alive. Lynx Edicions, Barcelona. ",,none,"Carboneras, C., Christie, D.A. & Kirwan, G.M. (2017). Eurasian Wigeon (Mareca penelope). In: del Hoyo, J., Elliott, A., Sargatal, J., Christie, D.A. & de Juana, E. (eds.). Handbook of the Birds of the World Alive. Lynx Edicions, Barcelona. ",but feed under water,yes,"Carboneras, C., Christie, D.A. & Kirwan, G.M. (2017). Eurasian Wigeon (Mareca penelope). In: del Hoyo, J., Elliott, A., Sargatal, J., Christie, D.A. & de Juana, E. (eds.). Handbook of the Birds of the World Alive. Lynx Edicions, Barcelona. ",,harvested,"Carboneras, C., Christie, D.A. & Kirwan, G.M. (2017). Eurasian Wigeon (Mareca penelope). In: del Hoyo, J., Elliott, A., Sargatal, J., Christie, D.A. & de Juana, E. (eds.). Handbook of the Birds of the World Alive. Lynx Edicions, Barcelona. ",But management of breeding and stop-over habitats,facultative_generalist,"Carboneras, C., Christie, D.A. & Kirwan, G.M. (2017). Eurasian Wigeon (Mareca penelope). In: del Hoyo, J., Elliott, A., Sargatal, J., Christie, D.A. & de Juana, E. (eds.). Handbook of the Birds of the World Alive. Lynx Edicions, Barcelona. ","Essentially vegetarian; leaves, stems, roots, rhizomes and seeds of grasses, sedges and aquatic vegetation, e.g. saltmarsh grass (Puccinellia maritima), Salicornia ramosissima and Zostera spp. in winter; occasionally takes small invertebrates, especially ducklings, which are strongly dependent on chironomids in early days of life, but quickly switch to vegetable diet., while adults may also feed extensively on such prey during breeding season",3,"Carboneras, C., Christie, D.A. & Kirwan, G.M. (2017). Eurasian Wigeon (Mareca penelope). In: del Hoyo, J., Elliott, A., Sargatal, J., Christie, D.A. & de Juana, E. (eds.). Handbook of the Birds of the World Alive. Lynx Edicions, Barcelona. ",,3,"Carboneras, C., Christie, D.A. & Kirwan, G.M. (2017). Eurasian Wigeon (Mareca penelope). In: del Hoyo, J., Elliott, A., Sargatal, J., Christie, D.A. & de Juana, E. (eds.). Handbook of the Birds of the World Alive. Lynx Edicions, Barcelona. ",,0,"Carboneras, C., Christie, D.A. & Kirwan, G.M. (2017). Eurasian Wigeon (Mareca penelope). In: del Hoyo, J., Elliott, A., Sargatal, J., Christie, D.A. & de Juana, E. (eds.). Handbook of the Birds of the World Alive. Lynx Edicions, Barcelona. ",,0,"Carboneras, C., Christie, D.A. & Kirwan, G.M. (2017). Eurasian Wigeon (Mareca penelope). In: del Hoyo, J., Elliott, A., Sargatal, J., Christie, D.A. & de Juana, E. (eds.). Handbook of the Birds of the World Alive. Lynx Edicions, Barcelona. ",,0,"Carboneras, C., Christie, D.A. & Kirwan, G.M. (2017). Eurasian Wigeon (Mareca penelope). In: del Hoyo, J., Elliott, A., Sargatal, J., Christie, D.A. & de Juana, E. (eds.). Handbook of the Birds of the World Alive. Lynx Edicions, Barcelona. ",,not_present,"Carboneras, C., Christie, D.A. & Kirwan, G.M. (2017). Eurasian Wigeon (Mareca penelope). In: del Hoyo, J., Elliott, A., Sargatal, J., Christie, D.A. & de Juana, E. (eds.). Handbook of the Birds of the World Alive. Lynx Edicions, Barcelona. ",,ground_vegetation,Handbook of the birds of the world,
Anseriformes,Anatidae,Anas,platyrhynchos,Anas platyrhynchos,,,,Jesus Adrian Chimal,,20,843.42,EltonTraits,,undifferentiated,assumed,,small_groups,Handbook of the birds of the world,,large_group,Handbook of the birds of the world,,11,Handbook of the birds of the world,mean from the book,noncyclic,Handbook of the birds of the world,,limnic,Handbook of the birds of the world,,none,Handbook of the birds of the world,,yes,Handbook of the birds of the world,,,,,facultative_generalist,Handbook of the birds of the world,,1,Handbook of the birds of the world,,3,Handbook of the birds of the world,,0,Handbook of the birds of the world,,0,Handbook of the birds of the world,,0,Handbook of the birds of the world,,not_present,Handbook of the birds of the world,,ground_vegetation,Handbook of the birds of the world,
Anseriformes,Anatidae,Anas,rubripes,Anas rubripes,,,,Jesus Adrian Chimal,,30,1240.96,EltonTraits,,undifferentiated,assumed,,small_groups,Handbook of the birds of the world,,large_group,Handbook of the birds of the world,,9.5,Handbook of the birds of the world,,noncyclic,Handbook of the birds of the world,,limnic,Handbook of the birds of the world,,none,Handbook of the birds of the world,,yes,Handbook of the birds of the world,,,,,facultative_generalist,Handbook of the birds of the world,,1,"Kear, J., & Hulme, M. (2005). Ducks, Geese and Swans: Species accounts (Cairina to Mergus): Oxford University Press.",,3,"Kear, J., & Hulme, M. (2005). Ducks, Geese and Swans: Species accounts (Cairina to Mergus): Oxford University Press.",,1,"Kear, J., & Hulme, M. (2005). Ducks, Geese and Swans: Species accounts (Cairina to Mergus): Oxford University Press.",,0,Handbook of the birds of the world,,0,Handbook of the birds of the world,,not_present,Handbook of the birds of the world,,ground_vegetation,Handbook of the birds of the world,
Anseriformes,Anatidae,Anas,zonorhyncha,Anas zonorhyncha,Palaearctic,Russia -East,,Jesus Adrian Chimal,,Mentiones in HB of B that it's highly vegetarian,1017.50,Handbook of the birds of the world,"average from book, both sexes",undifferentiated,assumed,,small_groups,Handbook of the birds of the world,,large_group,Handbook of the birds of the world,,8,Handbook of the birds of the world,average from book,noncyclic,Handbook of the birds of the world,,limnic,Handbook of the birds of the world,,none,Handbook of the birds of the world,,yes,Handbook of the birds of the world,,,,,facultative_generalist,handbook of the birds of the world,,2,Handbook of the birds of the world,,3,,,0,Handbook of the birds of the world,,0,Handbook of the birds of the world,,0,Handbook of the birds of the world,,not_present,Handbook of the birds of the world,,ground_vegetation,Handbook of the birds of the world,
Anseriformes,Anatidae,Anser,albifrons,Anser albifrons,Arctic,,,Sonya Rozenfield,,90,2506.39,EltonTraits,,undifferentiated,,,large_group,,,large_group,,,5,AnAge database,,noncyclic,,,limnic,,,grubbing,,,yes,,,none,,,facultative_generalist,,,2,,,3,,,2,,,1,,,0,,,not_present,,,ground_vegetation,Handbook of the birds of the world,
Anseriformes,Anatidae,Anser,anser,Anser anser,Palaearctic,,,Ingunn Tombre/Sonya Rozenfeld,,80,3302.41,EltonTraits,,undifferentiated,,,large_group,,,large_group,,,5,http://www.avibirds.com/html/ducks/Greylag_Goose.html#.WU0aSsl2daQ,,noncyclic,,,limnic,,,grubbing,,,yes,,,none,,,facultative_generalist,,,1,,,3,,,1,,,0,,,0,,,not_present,,,ground_vegetation,Handbook of the birds of the world,
Anseriformes,Anatidae,Anser,brachyrhynchus,Anser brachyrhynchus,"Greenland, Iceland, Svalbard",,,James Speed,,90,2642.04,EltonTraits,,undifferentiated,"Mackie, Roderick I. ""Mutualistic fermentative digestion in the gastrointestinal tract: diversity and evolution."" Integrative and Comparative Biology 42.2 (2002): 319-326.","geese could be classified as hind-gut fermenters, but usually seen as high-throughput herbivores with relatively undifferentiated guts",large_group,,,large_group,,,4,http://www.npolar.no/en/species/pink-footed-goose.html,,noncyclic,,,limnic,,,grubbing,"Fox, T.A., Francis, I.S. & Bergersen, E. (2006) Diet and habitat use of Svalbard Pink-footed Geese Anser brachyrhynchus during arrival and pre-breeding periods in Adventdalen. Ardea, 94, 691-699.",,yes,,,none,,,facultative_generalist,"Fox, T.A., Francis, I.S. & Bergersen, E. (2006) Diet and habitat use of Svalbard Pink-footed Geese Anser brachyrhynchus during arrival and pre-breeding periods in Adventdalen. Ardea, 94, 691-699.",,3,"Fox, T.A., Francis, I.S. & Bergersen, E. (2006) Diet and habitat use of Svalbard Pink-footed Geese Anser brachyrhynchus during arrival and pre-breeding periods in Adventdalen. Ardea, 94, 691-699.",,3,"Fox, T.A., Francis, I.S. & Bergersen, E. (2006) Diet and habitat use of Svalbard Pink-footed Geese Anser brachyrhynchus during arrival and pre-breeding periods in Adventdalen. Ardea, 94, 691-699.",,1,"Fox, T.A., Francis, I.S. & Bergersen, E. (2006) Diet and habitat use of Svalbard Pink-footed Geese Anser brachyrhynchus during arrival and pre-breeding periods in Adventdalen. Ardea, 94, 691-699.",Blueberries (Vaccinium spp.) and Mountain Cranberry (Vaccinium vitis-idaea) berries taken in season.,1,"Fox, T.A., Francis, I.S. & Bergersen, E. (2006) Diet and habitat use of Svalbard Pink-footed Geese Anser brachyrhynchus during arrival and pre-breeding periods in Adventdalen. Ardea, 94, 691-699.",,0,"Fox, T.A., Francis, I.S. & Bergersen, E. (2006) Diet and habitat use of Svalbard Pink-footed Geese Anser brachyrhynchus during arrival and pre-breeding periods in Adventdalen. Ardea, 94, 691-699.",,not_present,,,ground_vegetation,Handbook of the birds of the world,
Anseriformes,Anatidae,Anser,cygnoid,Anser cygnoid,Palaearctic,Russia-East,,Jesus Adrian Chimal,,70,3511.94,EltonTraits,In EltonTraits as synonym: Anser cygnoides,undifferentiated,assumed,,small_groups,Handbook of the birds of the world,,large_group,Handbook of the birds of the world,,5.5,Handbook of the birds of the world,average,noncyclic,,,limnic,,,grubbing,Handbook of the birds of the world,,yes,Handbook of the birds of the world,,,,,facultative_generalist,Handbook of the birds of the world,,1,Handbook of the birds of the world,,3,"Lu, J.-J. (1999). Feeding Ecology of Two Wintering Geese Species at Poyang Lake, China AU - Zhang, Jian-Xu. Journal of Freshwater Ecology, 14(4), 439-445. doi:10.1080/02705060.1999.9663702",,0,"Lu, J.-J. (1999). Feeding Ecology of Two Wintering Geese Species at Poyang Lake, China AU - Zhang, Jian-Xu. Journal of Freshwater Ecology, 14(4), 439-445. doi:10.1080/02705060.1999.9663702",,0,"Lu, J.-J. (1999). Feeding Ecology of Two Wintering Geese Species at Poyang Lake, China AU - Zhang, Jian-Xu. Journal of Freshwater Ecology, 14(4), 439-445. doi:10.1080/02705060.1999.9663702",,0,"Lu, J.-J. (1999). Feeding Ecology of Two Wintering Geese Species at Poyang Lake, China AU - Zhang, Jian-Xu. Journal of Freshwater Ecology, 14(4), 439-445. doi:10.1080/02705060.1999.9663702",,not_present,Handbook of the birds of the world,,ground_vegetation,Handbook of the birds of the world,
Anseriformes,Anatidae,Anser,erythropus,Anser erythropus,Palaearctic,,,Sonya Rozenfield,,100,1755.50,EltonTraits,,undifferentiated,,,large_group,,,large_group,,,5,https://globalspecies.org/ntaxa/829266,,noncyclic,,,limnic,,,none,expert (1),,yes,,,none,,,facultative_generalist,"Markkola, J., Niemelä, M., & Rytkönen, S. (2003). Diet selection of lesser white‐fronted geese Anser erythropus at a spring staging area. Ecography, 26(6), 705-714.",,1,"Markkola, J., Niemelä, M., & Rytkönen, S. (2003). Diet selection of lesser white‐fronted geese Anser erythropus at a spring staging area. Ecography, 26(6), 705-714.",,3,"Markkola, J., Niemelä, M., & Rytkönen, S. (2003). Diet selection of lesser white‐fronted geese Anser erythropus at a spring staging area. Ecography, 26(6), 705-714.",,1,"Markkola, J., Niemelä, M., & Rytkönen, S. (2003). Diet selection of lesser white‐fronted geese Anser erythropus at a spring staging area. Ecography, 26(6), 705-714.",,0,"Markkola, J., Niemelä, M., & Rytkönen, S. (2003). Diet selection of lesser white‐fronted geese Anser erythropus at a spring staging area. Ecography, 26(6), 705-714.",,0,"Markkola, J., Niemelä, M., & Rytkönen, S. (2003). Diet selection of lesser white‐fronted geese Anser erythropus at a spring staging area. Ecography, 26(6), 705-714.",,not_present,,,ground_vegetation,Handbook of the birds of the world,
Anseriformes,Anatidae,Anser,fabalis,Anser fabalis,Palaearctic,,,Ingunn Tombre/Sonya Rozenfeld,,80,2754.73,EltonTraits,,undifferentiated,,,large_group,,,large_group,,,4,AnAge database,,noncyclic,,,limnic,,,grubbing,,,yes,,,none,,,facultative_generalist,,,3,,,3,,,2,,,1,,,0,,,not_present,,,ground_vegetation,Handbook of the birds of the world,
Rodentia,Muridae,Apodemus,agrarius,Apodemus agrarius,Palaearctic,Fennoscandia,,Jesus Adrian Chimal,,40,23.30,EltonTraits,,hindgut_fermenter,assumed,,solitary,Handbook of the mammals of the world,,solitary,Handbook of the mammals of the world,,5.5,Handbook of the mammals of the world,,cyclic,Handbook of the mammals of the world,,terrestrial,Handbook of the mammals of the world,,burrowing,Handbook of the mammals of the world,they dig burrows,no,Handbook of the mammals of the world,,,,,obligatory_generalist,https://www.iucnredlist.org/species/1888/115057408,,1,https://www.iucnredlist.org/species/1888/115057408,,2,https://www.iucnredlist.org/species/1888/115057408,,0,https://www.iucnredlist.org/species/1888/115057408,,0,https://www.iucnredlist.org/species/1888/115057408,,0,https://www.iucnredlist.org/species/1888/115057408,,active_below_snow,Handbook of the mammals of the world,,ground_vegetation,Handbook of the mammals of the world,
Rodentia,Muridae,Apodemus,flavicollis,Apodemus flavicollis,Palaearctic,Fennoscandia,,Jesus Adrian Chimal,,40,26.70,EltonTraits,,hindgut_fermenter,assumed,,solitary,Handbook of the mammals of the world,,solitary,Handbook of the mammals of the world,,6.5,Handbook of the mammals of the world,mean,noncyclic,https://www.iucnredlist.org/species/1892/115058023#habitat-ecology,,terrestrial,Handbook of the mammals of the world,,burrowing,Handbook of the mammals of the world,,no,Handbook of the mammals of the world,,,,,obligatory_generalist,https://www.iucnredlist.org/species/1892/115058023#habitat-ecology,,2,https://www.iucnredlist.org/species/1892/115058023#habitat-ecology,,3,https://www.iucnredlist.org/species/1892/115058023#habitat-ecology,,1,https://www.iucnredlist.org/species/1892/115058023#habitat-ecology,,0,https://www.iucnredlist.org/species/1892/115058023#habitat-ecology,,0,https://www.iucnredlist.org/species/1892/115058023#habitat-ecology,,active_below_snow,Handbook of the mammals of the world,,ground_vegetation,Handbook of the mammals of the world,
Rodentia,Muridae,Apodemus,peninsulae,Apodemus peninsulae,Palaearctic,Russia-East,,Jesus Adrian Chimal,,40,32.90,EltonTraits,,hindgut_fermenter,assumed,,solitary,,,solitary,,,4.41,PanTHERIA,,noncyclic,https://www.iucnredlist.org/species/1899/115058828#population,,terrestrial,,,burrowing,https://www.iucnredlist.org/species/1899/115058828#population,,no,,,,,,obligatory_generalist,https://www.iucnredlist.org/species/1899/115058828#population,,1,,,2,,,0,,,0,,,0,,,active_below_snow,assumed,,ground_vegetation,assumed,
Rodentia,Muridae,Apodemus,sylvaticus,Apodemus sylvaticus,Palaearctic,Iceland,,Nicolas Lecomte,,40,30.45,EltonTraits,,hindgut_fermenter,,,solitary,,,solitary,,,5.16,PanTHERIA,,noncyclic,"Rogers, L. M. and Gorman, M. L. (1995), The population dynamics of small mammals living in set-aside and surrounding semi-natural and crop land. Journal of Zoology, 236: 451–464. doi:10.1111/j.1469-7998.1995.tb02724.x",,terrestrial,"Attuquayefio, D. K., Gorman, M. L. and Wolton, R. J. (1986), Home range sizes in the Wood mouse Apodemus sylvaticus: habitat, sex and seasonal differences. Journal of Zoology, 210: 45–53. doi:10.1111/j.1469-7998.1986.tb03619.x",,burrowing,"Jennings, T. J. (1975), Notes on the burrow systems of Woodmice (Apodemus sylvaticus). Journal of Zoology, 177: 500–504. doi:10.1111/j.1469-7998.1975.tb02253.x",,no,"Montgomery, W. I. , W. L. Wilson , R. Hamilton , and P. McCartney . 1991. Dispersion in the wood mouse, Apodemus sylvaticus: variable resources in time and space. Journal of Animal Ecology 60: 179–192. ",small scale dispersal,trapping,,often trapped,obligatory_generalist,"Fedriani, J. M. (2005). ""Do frugivorous mice choose where or what to feed?"". Journal of Mammalogy. 86: 576–586.  Montgomery, S. S. J. and Montgomery, W. I. (1990), Intrapopulation variation in the diet of the wood mouse Apodemus sylvaticus. Journal of Zoology, 222: 641–651. doi:10.1111/j.1469-7998.1990.tb06020.x",primarly seed eater but eat also a lot of mushrooms.,2,"Montgomery, S. S. J. and Montgomery, W. I. (1990), Intrapopulation variation in the diet of the wood mouse Apodemus sylvaticus. Journal of Zoology, 222: 641–651. doi:10.1111/j.1469-7998.1990.tb06020.x",,3,"Montgomery, S. S. J. and Montgomery, W. I. (1990), Intrapopulation variation in the diet of the wood mouse Apodemus sylvaticus. Journal of Zoology, 222: 641–651. doi:10.1111/j.1469-7998.1990.tb06020.x",,3,"Montgomery, S. S. J. and Montgomery, W. I. (1990), Intrapopulation variation in the diet of the wood mouse Apodemus sylvaticus. Journal of Zoology, 222: 641–651. doi:10.1111/j.1469-7998.1990.tb06020.x",,0,"Montgomery, S. S. J. and Montgomery, W. I. (1990), Intrapopulation variation in the diet of the wood mouse Apodemus sylvaticus. Journal of Zoology, 222: 641–651. doi:10.1111/j.1469-7998.1990.tb06020.x",,0,"Montgomery, S. S. J. and Montgomery, W. I. (1990), Intrapopulation variation in the diet of the wood mouse Apodemus sylvaticus. Journal of Zoology, 222: 641–651. doi:10.1111/j.1469-7998.1990.tb06020.x",,active_below_snow,,,ground_vegetation,,
